# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = 2026neb
# CHANNEL = B+R
# EXPNUM = 26_174_031_003
# MJD-OBS = 61214.438872
# DATE-OBS = 2026-06-23T10:31:59
# EXPTIME = 1800.0s
# AIRMASS = 1.00
# FLUXCAL_RMS_B = 0.063 mag
# FLUXCAL_RMS_R = 0.071 mag
# RA = 17:56:12.99
# DEC = 18:10:24.09
# wl fl err
# [A] [erg/s/cm2/A]
4297.480000 5.011709e-17 7.899122e-18
4300.480000 4.651795e-17 8.664330e-18
4303.480000 3.783511e-17 8.322132e-18
4306.480000 4.458512e-17 7.526210e-18
4309.480000 4.546756e-17 7.974200e-18
4312.480000 3.283787e-17 8.881396e-18
4315.480000 4.611446e-17 8.249311e-18
4318.480000 5.553841e-17 7.717350e-18
4321.480000 4.751748e-17 8.294251e-18
4324.480000 4.106160e-17 8.675762e-18
4327.480000 4.219129e-17 8.062673e-18
4330.480000 3.317328e-17 7.458769e-18
4333.480000 3.101063e-17 8.200170e-18
4336.480000 3.710990e-17 8.659473e-18
4339.480000 4.001414e-17 7.837291e-18
4342.480000 4.249785e-17 7.439097e-18
4345.480000 4.349964e-17 8.306980e-18
4348.480000 3.187741e-17 8.380177e-18
4351.480000 4.782104e-17 7.725101e-18
4354.480000 4.572911e-17 7.670004e-18
4357.480000 3.678548e-17 8.697861e-18
4360.480000 3.018453e-17 9.235738e-18
4363.480000 3.635571e-17 8.404440e-18
4366.480000 5.339586e-17 7.806334e-18
4369.480000 3.740257e-17 8.503972e-18
4372.480000 3.957611e-17 8.346367e-18
4375.480000 4.897638e-17 7.560488e-18
4378.480000 5.040207e-17 7.850526e-18
4381.480000 3.068438e-17 8.378798e-18
4384.480000 3.422019e-17 8.036470e-18
4387.480000 4.809525e-17 7.397214e-18
4390.480000 4.338827e-17 7.789704e-18
4393.480000 3.349584e-17 8.279126e-18
4396.480000 1.904138e-17 7.698437e-18
4399.480000 2.222854e-17 7.293838e-18
4402.480000 2.847461e-17 8.083160e-18
4405.480000 3.903414e-17 8.607771e-18
4408.480000 4.338456e-17 7.812671e-18
4411.480000 3.279861e-17 7.437218e-18
4414.480000 3.199924e-17 8.370008e-18
4417.480000 3.848568e-17 8.592299e-18
4420.480000 4.019151e-17 7.656920e-18
4423.480000 3.308284e-17 7.495025e-18
4426.480000 3.666670e-17 8.528473e-18
4429.480000 3.766118e-17 8.575065e-18
4432.480000 2.359724e-17 7.405801e-18
4435.480000 1.217395e-17 7.326604e-18
4438.480000 1.906512e-17 8.229283e-18
4441.480000 2.262381e-17 8.095298e-18
4444.480000 1.863783e-17 7.192105e-18
4447.480000 1.635775e-17 7.562778e-18
4450.480000 1.995540e-17 8.297238e-18
4453.480000 2.502842e-17 8.105949e-18
4456.480000 2.872569e-17 7.256382e-18
4459.480000 2.245617e-17 7.559041e-18
4462.480000 2.146956e-17 8.127701e-18
4465.480000 1.625519e-17 7.604763e-18
4468.480000 1.573113e-17 7.043360e-18
4471.480000 2.114967e-17 7.718464e-18
4474.480000 1.805119e-17 8.046986e-18
4477.480000 1.260515e-17 7.443978e-18
4480.480000 2.427997e-17 7.168516e-18
4483.480000 3.590452e-17 8.001886e-18
4486.480000 3.110760e-17 8.226713e-18
4489.480000 3.012220e-17 7.387781e-18
4492.480000 2.873514e-17 7.272355e-18
4495.480000 3.142216e-17 8.349574e-18
4498.480000 3.259890e-17 8.340488e-18
4501.480000 3.157212e-17 7.293089e-18
4504.480000 2.483412e-17 7.273432e-18
4507.480000 2.847497e-17 8.259195e-18
4510.480000 2.947899e-17 8.229239e-18
4513.480000 1.973181e-17 7.212628e-18
4516.480000 1.735234e-17 7.345499e-18
4519.480000 3.133449e-17 8.175706e-18
4522.480000 3.356339e-17 7.969368e-18
4525.480000 2.635206e-17 7.198339e-18
4528.480000 2.783083e-17 7.577074e-18
4531.480000 3.014161e-17 8.204378e-18
4534.480000 2.222115e-17 7.675815e-18
4537.480000 2.865868e-17 7.123563e-18
4540.480000 3.365041e-17 7.776208e-18
4543.480000 3.501161e-17 8.142715e-18
4546.480000 3.217298e-17 7.523366e-18
4549.480000 3.381729e-17 7.181071e-18
4552.480000 4.188728e-17 8.001459e-18
4555.480000 4.388107e-17 8.388449e-18
4558.480000 2.654849e-17 9.096548e-18
4561.480000 2.987074e-17 7.359481e-18
4564.480000 3.774222e-17 8.200109e-18
4567.480000 2.722889e-17 8.176517e-18
4570.480000 2.027096e-17 7.098360e-18
4573.480000 4.097881e-17 7.371268e-18
4576.480000 4.202106e-17 8.267491e-18
4579.480000 3.836155e-17 8.153041e-18
4582.480000 4.654338e-17 7.273307e-18
4585.480000 4.745921e-17 7.467579e-18
4588.480000 3.531632e-17 8.073516e-18
4591.480000 4.424243e-17 7.895236e-18
4594.480000 4.684914e-17 7.187535e-18
4597.480000 3.816078e-17 7.496642e-18
4600.480000 2.850162e-17 8.073059e-18
4603.480000 4.380807e-17 7.757636e-18
4606.480000 4.678443e-17 7.199038e-18
4609.480000 4.435217e-17 7.778383e-18
4612.480000 3.568502e-17 8.079189e-18
4615.480000 2.814337e-17 7.381629e-18
4618.480000 4.606386e-17 7.131453e-18
4621.480000 4.965837e-17 7.859572e-18
4624.480000 4.078795e-17 8.046931e-18
4627.480000 3.761330e-17 7.334900e-18
4630.480000 4.312988e-17 7.150175e-18
4633.480000 4.603047e-17 8.027210e-18
4636.480000 3.165115e-17 8.016991e-18
4639.480000 2.643403e-17 7.102996e-18
4642.480000 4.673664e-17 7.256623e-18
4645.480000 5.687748e-17 8.209416e-18
4648.480000 4.420808e-17 8.043912e-18
4651.480000 4.051877e-17 7.007617e-18
4654.480000 4.933716e-17 7.249729e-18
4657.480000 5.104944e-17 8.063578e-18
4660.480000 4.826397e-17 7.909517e-18
4663.480000 3.715150e-17 7.039808e-18
4666.480000 2.860824e-17 7.235781e-18
4669.480000 2.609701e-17 7.802040e-18
4672.480000 3.316232e-17 7.449270e-18
4675.480000 3.250543e-17 6.887084e-18
4678.480000 2.801821e-17 7.392841e-18
4681.480000 4.042752e-17 8.020309e-18
4684.480000 4.130284e-17 7.486194e-18
4687.480000 3.587998e-17 6.888334e-18
4690.480000 3.887908e-17 7.631346e-18
4693.480000 3.593753e-17 7.911476e-18
4696.480000 4.057197e-17 7.240280e-18
4699.480000 3.880909e-17 6.946695e-18
4702.480000 3.666235e-17 7.785287e-18
4705.480000 4.599472e-17 8.024806e-18
4708.480000 4.242199e-17 7.165659e-18
4711.480000 3.711485e-17 6.974613e-18
4714.480000 3.797140e-17 8.008547e-18
4717.480000 3.471966e-17 7.998792e-18
4720.480000 2.580012e-17 6.876584e-18
4723.480000 2.201163e-17 6.953674e-18
4726.480000 3.700343e-17 7.895394e-18
4729.480000 3.519090e-17 7.707200e-18
4732.480000 2.983280e-17 6.859266e-18
4735.480000 3.191522e-17 7.163240e-18
